image_name,image_path,released_year,viewpoint,bbox,make,model,type
ed78f1b97a54dd,dataset/image/75/1653/2010/ed78f1b97a54dd.jpg,2010,front,"[155.0, 118.0, 668.0, 516.0]",Chrey,Fulwin 2 hatchback,hatchback
8bbd34b39c9bc1,dataset/image/75/1653/2010/8bbd34b39c9bc1.jpg,2010,front,"[174.0, 92.0, 653.0, 543.0]",Chrey,Fulwin 2 hatchback,hatchback
7bfef23d92af36,dataset/image/75/1653/2010/7bfef23d92af36.jpg,2010,front,"[100.0, 207.0, 800.0, 563.0]",Chrey,Fulwin 2 hatchback,hatchback
d8b23e1936a023,dataset/image/75/1653/2010/d8b23e1936a023.jpg,2010,rear,"[206.0, 158.0, 705.0, 583.0]",Chrey,Fulwin 2 hatchback,hatchback
a4a0789d18ef47,dataset/image/75/1654/2013/a4a0789d18ef47.jpg,2013,front,"[167.0, 148.0, 730.0, 581.0]",Chrey,Fulwin 2 sedan,fastback
0cb12b34db4a52,dataset/image/75/1654/2013/0cb12b34db4a52.jpg,2013,front,"[214.0, 159.0, 710.0, 546.0]",Chrey,Fulwin 2 sedan,fastback
059551cec370d2,dataset/image/75/1654/2012/059551cec370d2.jpg,2012,rear,"[206.0, 116.0, 817.0, 642.0]",Chrey,Fulwin 2 sedan,fastback
33afc35bbaeb79,dataset/image/75/1654/2012/33afc35bbaeb79.jpg,2012,front,"[202.0, 152.0, 833.0, 629.0]",Chrey,Fulwin 2 sedan,fastback
8f2da322ab574d,dataset/image/75/1654/2009/8f2da322ab574d.jpg,2009,front,"[150.0, 108.0, 649.0, 479.0]",Chrey,Fulwin 2 sedan,fastback
8f48d58501ff91,dataset/image/75/1654/2009/8f48d58501ff91.jpg,2009,front,"[137.0, 65.0, 686.0, 484.0]",Chrey,Fulwin 2 sedan,fastback
9665845be74ec9,dataset/image/75/1654/2009/9665845be74ec9.jpg,2009,front,"[131.0, 4.0, 711.0, 469.0]",Chrey,Fulwin 2 sedan,fastback
38142893885419,dataset/image/75/1654/2009/38142893885419.jpg,2009,rear,"[124.0, 43.0, 702.0, 485.0]",Chrey,Fulwin 2 sedan,fastback
b0c663c0d04fd3,dataset/image/75/1654/2009/b0c663c0d04fd3.jpg,2009,front,"[196.0, 116.0, 625.0, 469.0]",Chrey,Fulwin 2 sedan,fastback
aa6eae4bbf162c,dataset/image/75/1654/2009/aa6eae4bbf162c.jpg,2009,front,"[177.0, 123.0, 582.0, 430.0]",Chrey,Fulwin 2 sedan,fastback
ed8c71101818a6,dataset/image/75/1654/2009/ed8c71101818a6.jpg,2009,front,"[204.0, 124.0, 630.0, 473.0]",Chrey,Fulwin 2 sedan,fastback
83f487e45837ee,dataset/image/75/1654/2009/83f487e45837ee.jpg,2009,rear,"[204.0, 147.0, 583.0, 461.0]",Chrey,Fulwin 2 sedan,fastback
40a6bfdab109bd,dataset/image/75/1654/2009/40a6bfdab109bd.jpg,2009,front,"[98.0, 44.0, 707.0, 485.0]",Chrey,Fulwin 2 sedan,fastback
741eecf1837995,dataset/image/75/1654/2009/741eecf1837995.jpg,2009,front,"[154.0, 36.0, 673.0, 467.0]",Chrey,Fulwin 2 sedan,fastback
214995fe171567,dataset/image/75/1654/2010/214995fe171567.jpg,2010,rear,"[159.0, 86.0, 732.0, 585.0]",Chrey,Fulwin 2 sedan,fastback
dab227a8b95cfc,dataset/image/75/1654/2010/dab227a8b95cfc.jpg,2010,front,"[88.0, 127.0, 833.0, 622.0]",Chrey,Fulwin 2 sedan,fastback
afa79e2f87f703,dataset/image/75/1654/2010/afa79e2f87f703.jpg,2010,front,"[205.0, 78.0, 731.0, 612.0]",Chrey,Fulwin 2 sedan,fastback
fba2131e353e55,dataset/image/75/1654/2010/fba2131e353e55.jpg,2010,front,"[211.0, 88.0, 726.0, 602.0]",Chrey,Fulwin 2 sedan,fastback
27c0b80cf82c02,dataset/image/75/1654/2010/27c0b80cf82c02.jpg,2010,front,"[221.0, 137.0, 678.0, 545.0]",Chrey,Fulwin 2 sedan,fastback
e4ac2bc38e4889,dataset/image/75/1654/2010/e4ac2bc38e4889.jpg,2010,front,"[102.0, 166.0, 807.0, 539.0]",Chrey,Fulwin 2 sedan,fastback
408b25ed8afdad,dataset/image/75/1654/2010/408b25ed8afdad.jpg,2010,rear,"[162.0, 129.0, 724.0, 608.0]",Chrey,Fulwin 2 sedan,fastback
fe23f3227a990b,dataset/image/75/1654/2010/fe23f3227a990b.jpg,2010,front,"[90.0, 140.0, 809.0, 591.0]",Chrey,Fulwin 2 sedan,fastback
338f4b52b5adb4,dataset/image/75/1654/2010/338f4b52b5adb4.jpg,2010,rear,"[172.0, 102.0, 754.0, 603.0]",Chrey,Fulwin 2 sedan,fastback
0fd2bc8c02214b,dataset/image/75/1655/2007/0fd2bc8c02214b.jpg,2007,front,"[146.0, 89.0, 611.0, 477.0]",Chrey,Chrey A1,hatchback
7c357b6a4a4623,dataset/image/75/1655/2007/7c357b6a4a4623.jpg,2007,front,"[186.0, 137.0, 603.0, 506.0]",Chrey,Chrey A1,hatchback
3ef9c53e09559b,dataset/image/75/1655/2007/3ef9c53e09559b.jpg,2007,front,"[160.0, 69.0, 631.0, 461.0]",Chrey,Chrey A1,hatchback
c1f514dc7e4f57,dataset/image/75/1655/2007/c1f514dc7e4f57.jpg,2007,front,"[193.0, 108.0, 618.0, 473.0]",Chrey,Chrey A1,hatchback
e10827f0900261,dataset/image/75/1655/2007/e10827f0900261.jpg,2007,rear,"[210.0, 111.0, 598.0, 481.0]",Chrey,Chrey A1,hatchback
331b39c55915e5,dataset/image/75/1655/2007/331b39c55915e5.jpg,2007,rear,"[162.0, 130.0, 594.0, 507.0]",Chrey,Chrey A1,hatchback
510782c30c0b3c,dataset/image/75/1655/2007/510782c30c0b3c.jpg,2007,rear,"[194.0, 82.0, 615.0, 476.0]",Chrey,Chrey A1,hatchback
91dd0b506326c7,dataset/image/75/1655/2007/91dd0b506326c7.jpg,2007,front,"[165.0, 72.0, 585.0, 461.0]",Chrey,Chrey A1,hatchback
f0bc2e65006164,dataset/image/75/1655/2007/f0bc2e65006164.jpg,2007,rear,"[197.0, 146.0, 612.0, 528.0]",Chrey,Chrey A1,hatchback
9a77dd057dd181,dataset/image/75/1655/2007/9a77dd057dd181.jpg,2007,rear,"[207.0, 74.0, 631.0, 471.0]",Chrey,Chrey A1,hatchback
930d7cc7b956cb,dataset/image/75/1655/2007/930d7cc7b956cb.jpg,2007,front,"[191.0, 98.0, 606.0, 470.0]",Chrey,Chrey A1,hatchback
9debb5f03b9a16,dataset/image/75/1655/2007/9debb5f03b9a16.jpg,2007,front,"[122.0, 38.0, 663.0, 528.0]",Chrey,Chrey A1,hatchback
29a16c7289780e,dataset/image/75/1655/2007/29a16c7289780e.jpg,2007,front,"[147.0, 63.0, 654.0, 493.0]",Chrey,Chrey A1,hatchback
2873fdf0b2001e,dataset/image/75/1655/2009/2873fdf0b2001e.jpg,2009,rear,"[122.0, 77.0, 673.0, 506.0]",Chrey,Chrey A1,hatchback
09d7ac5cabe6f0,dataset/image/75/1655/2009/09d7ac5cabe6f0.jpg,2009,front,"[180.0, 54.0, 747.0, 550.0]",Chrey,Chrey A1,hatchback
b9b6b817e63fdc,dataset/image/75/1655/2009/b9b6b817e63fdc.jpg,2009,front,"[94.0, 74.0, 793.0, 608.0]",Chrey,Chrey A1,hatchback
f3f6b35b98ecea,dataset/image/75/1655/2009/f3f6b35b98ecea.jpg,2009,front,"[116.0, 43.0, 767.0, 624.0]",Chrey,Chrey A1,hatchback
b5939f07ea25ff,dataset/image/75/1655/2009/b5939f07ea25ff.jpg,2009,front,"[147.0, 64.0, 651.0, 485.0]",Chrey,Chrey A1,hatchback
b49d196ce24396,dataset/image/75/1655/2009/b49d196ce24396.jpg,2009,rear,"[140.0, 41.0, 644.0, 511.0]",Chrey,Chrey A1,hatchback
0624a50713bfb8,dataset/image/75/1655/2009/0624a50713bfb8.jpg,2009,front,"[75.0, 114.0, 824.0, 627.0]",Chrey,Chrey A1,hatchback
78f4da9f20ec2a,dataset/image/75/1655/2009/78f4da9f20ec2a.jpg,2009,front,"[141.0, 91.0, 655.0, 503.0]",Chrey,Chrey A1,hatchback
5d4854316d957a,dataset/image/75/1655/2009/5d4854316d957a.jpg,2009,front,"[190.0, 39.0, 756.0, 598.0]",Chrey,Chrey A1,hatchback
3e9ab019af0825,dataset/image/75/1655/2009/3e9ab019af0825.jpg,2009,rear,"[191.0, 141.0, 648.0, 533.0]",Chrey,Chrey A1,hatchback
9ed38d56e94e13,dataset/image/75/1655/2009/9ed38d56e94e13.jpg,2009,front,"[155.0, 80.0, 655.0, 495.0]",Chrey,Chrey A1,hatchback
243646c10d3f8f,dataset/image/75/1655/2009/243646c10d3f8f.jpg,2009,rear,"[116.0, 42.0, 764.0, 628.0]",Chrey,Chrey A1,hatchback
0158e300a0e9eb,dataset/image/75/1655/2009/0158e300a0e9eb.jpg,2009,rear,"[156.0, 47.0, 656.0, 516.0]",Chrey,Chrey A1,hatchback
4fa59ef54264ec,dataset/image/75/1655/2009/4fa59ef54264ec.jpg,2009,rear,"[181.0, 94.0, 589.0, 486.0]",Chrey,Chrey A1,hatchback
6cf42e70527373,dataset/image/75/1655/2009/6cf42e70527373.jpg,2009,rear,"[152.0, 54.0, 740.0, 587.0]",Chrey,Chrey A1,hatchback
9e24d8dd5abab1,dataset/image/75/1655/2011/9e24d8dd5abab1.jpg,2011,rear,"[187.0, 99.0, 637.0, 510.0]",Chrey,Chrey A1,hatchback
8b80d0df5fda65,dataset/image/75/1655/2011/8b80d0df5fda65.jpg,2011,front,"[159.0, 98.0, 765.0, 623.0]",Chrey,Chrey A1,hatchback
7275f0d14f6fcf,dataset/image/75/1655/2011/7275f0d14f6fcf.jpg,2011,rear,"[180.0, 94.0, 739.0, 626.0]",Chrey,Chrey A1,hatchback
3e8b964a32bf37,dataset/image/75/1655/2011/3e8b964a32bf37.jpg,2011,front,"[189.0, 113.0, 644.0, 492.0]",Chrey,Chrey A1,hatchback
5cbc9ce45c0734,dataset/image/75/1655/2011/5cbc9ce45c0734.jpg,2011,rear,"[196.0, 117.0, 574.0, 474.0]",Chrey,Chrey A1,hatchback
ba26f11fd5df12,dataset/image/75/1655/2011/ba26f11fd5df12.jpg,2011,front,"[174.0, 109.0, 613.0, 478.0]",Chrey,Chrey A1,hatchback
a9bb537ce5adf8,dataset/image/75/1652/2008/a9bb537ce5adf8.jpg,2008,rear,"[146.0, 101.0, 599.0, 508.0]",Chrey,Eastar Cross,MPV
19bd08d436fb18,dataset/image/75/1652/2008/19bd08d436fb18.jpg,2008,front,"[156.0, 48.0, 656.0, 441.0]",Chrey,Eastar Cross,MPV
fbd12bff0f21d3,dataset/image/75/1652/2006/fbd12bff0f21d3.jpg,2006,front,"[100.0, 108.0, 623.0, 494.0]",Chrey,Eastar Cross,MPV
fb75332cbb2c83,dataset/image/75/1652/2006/fb75332cbb2c83.jpg,2006,front,"[70.0, 44.0, 695.0, 523.0]",Chrey,Eastar Cross,MPV
5295d0e13bd59c,dataset/image/75/1652/2006/5295d0e13bd59c.jpg,2006,front,"[105.0, 96.0, 647.0, 504.0]",Chrey,Eastar Cross,MPV
1c20a1d2e161a1,dataset/image/75/1652/2006/1c20a1d2e161a1.jpg,2006,front,"[73.0, 107.0, 661.0, 527.0]",Chrey,Eastar Cross,MPV
01116cc4fe33dd,dataset/image/75/1652/2007/01116cc4fe33dd.jpg,2007,front,"[78.0, 6.0, 738.0, 528.0]",Chrey,Eastar Cross,MPV
49cefcea09c6f6,dataset/image/75/1652/2007/49cefcea09c6f6.jpg,2007,front,"[137.0, 129.0, 624.0, 526.0]",Chrey,Eastar Cross,MPV
fd05ab90cd32f6,dataset/image/75/1652/2007/fd05ab90cd32f6.jpg,2007,rear,"[133.0, 77.0, 648.0, 532.0]",Chrey,Eastar Cross,MPV
a4f6260ff15abd,dataset/image/75/1652/2009/a4f6260ff15abd.jpg,2009,front,"[156.0, 111.0, 633.0, 474.0]",Chrey,Eastar Cross,MPV
a8597dc8baa374,dataset/image/75/1652/2009/a8597dc8baa374.jpg,2009,front,"[130.0, 16.0, 773.0, 601.0]",Chrey,Eastar Cross,MPV
2243e913e68e65,dataset/image/75/1652/2009/2243e913e68e65.jpg,2009,front,"[183.0, 189.0, 734.0, 576.0]",Chrey,Eastar Cross,MPV
4844f34a800195,dataset/image/75/1652/2009/4844f34a800195.jpg,2009,front,"[93.0, 27.0, 679.0, 514.0]",Chrey,Eastar Cross,MPV
012153894c8476,dataset/image/75/1652/2009/012153894c8476.jpg,2009,rear,"[117.0, 83.0, 772.0, 620.0]",Chrey,Eastar Cross,MPV
62402141defb18,dataset/image/75/1652/2009/62402141defb18.jpg,2009,front,"[186.0, 78.0, 616.0, 427.0]",Chrey,Eastar Cross,MPV
dfaedf29bf5774,dataset/image/75/1652/2009/dfaedf29bf5774.jpg,2009,front,"[70.0, 65.0, 796.0, 611.0]",Chrey,Eastar Cross,MPV
7f64bcf0092f24,dataset/image/75/1652/2009/7f64bcf0092f24.jpg,2009,front,"[53.0, 5.0, 736.0, 563.0]",Chrey,Eastar Cross,MPV
ca71c55f63896b,dataset/image/75/1652/2009/ca71c55f63896b.jpg,2009,rear,"[136.0, 156.0, 767.0, 627.0]",Chrey,Eastar Cross,MPV
ba9b8b0ad72778,dataset/image/75/1652/2009/ba9b8b0ad72778.jpg,2009,front,"[144.0, 195.0, 755.0, 627.0]",Chrey,Eastar Cross,MPV
54e00c95bc383e,dataset/image/75/1652/2009/54e00c95bc383e.jpg,2009,rear,"[167.0, 98.0, 629.0, 504.0]",Chrey,Eastar Cross,MPV
f6d3b04d5eff96,dataset/image/75/1652/2009/f6d3b04d5eff96.jpg,2009,front,"[142.0, 138.0, 725.0, 607.0]",Chrey,Eastar Cross,MPV
15441b67b4cc18,dataset/image/75/1652/2009/15441b67b4cc18.jpg,2009,rear,"[141.0, 137.0, 748.0, 606.0]",Chrey,Eastar Cross,MPV
9d39cbc01fdc00,dataset/image/75/1652/2009/9d39cbc01fdc00.jpg,2009,rear,"[219.0, 146.0, 581.0, 453.0]",Chrey,Eastar Cross,MPV
517bfa1b68afd8,dataset/image/75/1652/2009/517bfa1b68afd8.jpg,2009,rear,"[126.0, 72.0, 760.0, 565.0]",Chrey,Eastar Cross,MPV
24a0dd7dffa218,dataset/image/75/1664/2009/24a0dd7dffa218.jpg,2009,rear,"[216.0, 138.0, 573.0, 462.0]",Chrey,Chrey QQme,hatchback
2632fd88da93cc,dataset/image/75/1664/2009/2632fd88da93cc.jpg,2009,rear,"[94.0, 22.0, 790.0, 611.0]",Chrey,Chrey QQme,hatchback
781aa7763be134,dataset/image/75/1664/2009/781aa7763be134.jpg,2009,front,"[37.0, 99.0, 869.0, 511.0]",Chrey,Chrey QQme,hatchback
5ab271d58bf13c,dataset/image/75/1664/2009/5ab271d58bf13c.jpg,2009,front,"[149.0, 39.0, 632.0, 485.0]",Chrey,Chrey QQme,hatchback
b22eda6f679e23,dataset/image/75/1664/2009/b22eda6f679e23.jpg,2009,rear,"[178.0, 133.0, 624.0, 539.0]",Chrey,Chrey QQme,hatchback
3bd16c47e51463,dataset/image/75/1664/2009/3bd16c47e51463.jpg,2009,front,"[168.0, 94.0, 664.0, 551.0]",Chrey,Chrey QQme,hatchback
f7ca571b0cbf8d,dataset/image/75/1664/2009/f7ca571b0cbf8d.jpg,2009,front,"[92.0, 24.0, 690.0, 478.0]",Chrey,Chrey QQme,hatchback
4ff8075c5ab24e,dataset/image/75/1664/2009/4ff8075c5ab24e.jpg,2009,front,"[183.0, 148.0, 604.0, 484.0]",Chrey,Chrey QQme,hatchback
72cd1a3a92ade6,dataset/image/75/1664/2009/72cd1a3a92ade6.jpg,2009,rear,"[189.0, 122.0, 642.0, 520.0]",Chrey,Chrey QQme,hatchback
5db75466637159,dataset/image/75/1664/2009/5db75466637159.jpg,2009,front,"[150.0, 128.0, 638.0, 543.0]",Chrey,Chrey QQme,hatchback
bcf1dfe418c4de,dataset/image/75/1664/2009/bcf1dfe418c4de.jpg,2009,front,"[75.0, 21.0, 793.0, 628.0]",Chrey,Chrey QQme,hatchback
3add6b32e086fe,dataset/image/75/1664/2009/3add6b32e086fe.jpg,2009,rear,"[199.0, 166.0, 574.0, 490.0]",Chrey,Chrey QQme,hatchback
cb5d8833726284,dataset/image/75/1664/2009/cb5d8833726284.jpg,2009,rear,"[82.0, 23.0, 835.0, 628.0]",Chrey,Chrey QQme,hatchback
dff61595b0c236,dataset/image/75/1664/2009/dff61595b0c236.jpg,2009,rear,"[230.0, 155.0, 554.0, 452.0]",Chrey,Chrey QQme,hatchback
9cf19b795486da,dataset/image/75/1664/2009/9cf19b795486da.jpg,2009,rear,"[81.0, 40.0, 769.0, 628.0]",Chrey,Chrey QQme,hatchback
79feae653ed91b,dataset/image/75/1664/2009/79feae653ed91b.jpg,2009,front,"[118.0, 45.0, 774.0, 627.0]",Chrey,Chrey QQme,hatchback
c64037e9533014,dataset/image/75/1664/2009/c64037e9533014.jpg,2009,front,"[219.0, 167.0, 571.0, 471.0]",Chrey,Chrey QQme,hatchback
a89c5fcc67ca77,dataset/image/75/1664/2010/a89c5fcc67ca77.jpg,2010,front,"[205.0, 116.0, 712.0, 565.0]",Chrey,Chrey QQme,hatchback
36450affa00dd7,dataset/image/75/1679/2012/36450affa00dd7.jpg,2012,front,"[114.0, 75.0, 753.0, 567.0]",Chrey,Chrey TX,Unknown
eef103c9febef0,dataset/image/75/1679/2012/eef103c9febef0.jpg,2012,front,"[134.0, 122.0, 764.0, 582.0]",Chrey,Chrey TX,Unknown
89f451ad524557,dataset/image/75/1679/2012/89f451ad524557.jpg,2012,front,"[84.0, 85.0, 845.0, 626.0]",Chrey,Chrey TX,Unknown
a301a2e35e229b,dataset/image/75/1679/2012/a301a2e35e229b.jpg,2012,rear,"[120.0, 145.0, 781.0, 626.0]",Chrey,Chrey TX,Unknown
6d480cbcdb16b7,dataset/image/75/1679/2012/6d480cbcdb16b7.jpg,2012,rear,"[132.0, 130.0, 673.0, 542.0]",Chrey,Chrey TX,Unknown
559fc1daab32bd,dataset/image/75/1679/2012/559fc1daab32bd.jpg,2012,front,"[137.0, 110.0, 646.0, 482.0]",Chrey,Chrey TX,Unknown
f083a68ccc29e4,dataset/image/75/1670/2012/f083a68ccc29e4.jpg,2012,front,"[177.0, 143.0, 613.0, 467.0]",Chrey,Cowin 5,sedan
296f0a414e5a9c,dataset/image/75/1670/2012/296f0a414e5a9c.jpg,2012,front,"[141.0, 122.0, 656.0, 500.0]",Chrey,Cowin 5,sedan
17a63c99f69fb4,dataset/image/75/1670/2012/17a63c99f69fb4.jpg,2012,rear,"[126.0, 92.0, 695.0, 485.0]",Chrey,Cowin 5,sedan
62ca67a2e8e59f,dataset/image/75/1670/2012/62ca67a2e8e59f.jpg,2012,rear,"[187.0, 153.0, 718.0, 557.0]",Chrey,Cowin 5,sedan
71fdbd65263a5b,dataset/image/75/1670/2012/71fdbd65263a5b.jpg,2012,front,"[133.0, 119.0, 662.0, 506.0]",Chrey,Cowin 5,sedan
25feb184f88ed7,dataset/image/75/1670/2012/25feb184f88ed7.jpg,2012,front,"[153.0, 130.0, 663.0, 503.0]",Chrey,Cowin 5,sedan
ef2f4ae906dcfc,dataset/image/75/1670/2012/ef2f4ae906dcfc.jpg,2012,rear,"[169.0, 141.0, 623.0, 494.0]",Chrey,Cowin 5,sedan
a458134d1d95ac,dataset/image/75/1670/2012/a458134d1d95ac.jpg,2012,rear,"[110.0, 81.0, 678.0, 536.0]",Chrey,Cowin 5,sedan
1a52e49af1be11,dataset/image/75/1670/2012/1a52e49af1be11.jpg,2012,rear,"[255.0, 127.0, 681.0, 439.0]",Chrey,Cowin 5,sedan
ea98fc8e629123,dataset/image/75/1670/2012/ea98fc8e629123.jpg,2012,rear,"[132.0, 88.0, 892.0, 671.0]",Chrey,Cowin 5,sedan
a93718c900d762,dataset/image/75/1670/2012/a93718c900d762.jpg,2012,rear,"[119.0, 93.0, 676.0, 532.0]",Chrey,Cowin 5,sedan
e2d5d07ceefa85,dataset/image/75/1670/2012/e2d5d07ceefa85.jpg,2012,front,"[103.0, 98.0, 642.0, 543.0]",Chrey,Cowin 5,sedan
fd3d2345ec0bf0,dataset/image/75/1670/2012/fd3d2345ec0bf0.jpg,2012,front,"[159.0, 119.0, 657.0, 479.0]",Chrey,Cowin 5,sedan
25375ecbb1b8b0,dataset/image/75/1670/2012/25375ecbb1b8b0.jpg,2012,rear,"[120.0, 1.0, 731.0, 480.0]",Chrey,Cowin 5,sedan
cf7ef5c002aab4,dataset/image/75/1670/2012/cf7ef5c002aab4.jpg,2012,front,"[162.0, 109.0, 629.0, 454.0]",Chrey,Cowin 5,sedan
c49a8d54dd05ac,dataset/image/75/1670/2012/c49a8d54dd05ac.jpg,2012,front,"[157.0, 117.0, 889.0, 656.0]",Chrey,Cowin 5,sedan
0f1ae97ccc5239,dataset/image/75/1670/2012/0f1ae97ccc5239.jpg,2012,front,"[308.0, 178.0, 635.0, 420.0]",Chrey,Cowin 5,sedan
3fe122c03598ae,dataset/image/75/1670/2012/3fe122c03598ae.jpg,2012,front,"[167.0, 138.0, 626.0, 470.0]",Chrey,Cowin 5,sedan
f6a861b04527a7,dataset/image/75/1670/2012/f6a861b04527a7.jpg,2012,front,"[129.0, 89.0, 667.0, 482.0]",Chrey,Cowin 5,sedan
b74392f8bea736,dataset/image/75/1670/2012/b74392f8bea736.jpg,2012,front,"[186.0, 144.0, 716.0, 549.0]",Chrey,Cowin 5,sedan
854ca869b5aa30,dataset/image/75/1670/2012/854ca869b5aa30.jpg,2012,rear,"[133.0, 90.0, 655.0, 515.0]",Chrey,Cowin 5,sedan
fb405dd1d1eb87,dataset/image/75/1670/2012/fb405dd1d1eb87.jpg,2012,front,"[150.0, 73.0, 661.0, 448.0]",Chrey,Cowin 5,sedan
54585f628ebd27,dataset/image/75/1670/2012/54585f628ebd27.jpg,2012,rear,"[162.0, 103.0, 638.0, 486.0]",Chrey,Cowin 5,sedan
27549e434dfd73,dataset/image/75/1670/2012/27549e434dfd73.jpg,2012,front,"[118.0, 46.0, 716.0, 500.0]",Chrey,Cowin 5,sedan
9722eca9a4252e,dataset/image/75/1670/2012/9722eca9a4252e.jpg,2012,rear,"[177.0, 168.0, 618.0, 517.0]",Chrey,Cowin 5,sedan
28ac48862e84d3,dataset/image/75/1670/2012/28ac48862e84d3.jpg,2012,rear,"[170.0, 133.0, 607.0, 493.0]",Chrey,Cowin 5,sedan
e64d1475e662c2,dataset/image/75/1670/2012/e64d1475e662c2.jpg,2012,front,"[104.0, 73.0, 691.0, 495.0]",Chrey,Cowin 5,sedan
9c57f2a4a2dcde,dataset/image/75/1670/2012/9c57f2a4a2dcde.jpg,2012,rear,"[164.0, 136.0, 647.0, 523.0]",Chrey,Cowin 5,sedan
cbef25e413e7b7,dataset/image/75/1670/2012/cbef25e413e7b7.jpg,2012,rear,"[153.0, 66.0, 670.0, 454.0]",Chrey,Cowin 5,sedan
bc9f7f227cae66,dataset/image/75/1670/2012/bc9f7f227cae66.jpg,2012,rear,"[184.0, 148.0, 600.0, 481.0]",Chrey,Cowin 5,sedan
ab61317f4cfdfe,dataset/image/75/1670/2012/ab61317f4cfdfe.jpg,2012,front,"[134.0, 92.0, 662.0, 482.0]",Chrey,Cowin 5,sedan
7a7ba0f5ad50b3,dataset/image/75/1683/2013/7a7ba0f5ad50b3.jpg,2013,front,"[172.0, 75.0, 595.0, 370.0]",Chrey,Arrizo 7,sedan
3d618b8d1f1495,dataset/image/75/1683/2013/3d618b8d1f1495.jpg,2013,rear,"[110.0, 16.0, 722.0, 476.0]",Chrey,Arrizo 7,sedan
ccc6bb5542fbb5,dataset/image/75/1683/2013/ccc6bb5542fbb5.jpg,2013,rear,"[195.0, 131.0, 724.0, 559.0]",Chrey,Arrizo 7,sedan
9a97c997e7b002,dataset/image/75/1683/2013/9a97c997e7b002.jpg,2013,front,"[164.0, 85.0, 759.0, 557.0]",Chrey,Arrizo 7,sedan
b0a357a1cd1f20,dataset/image/75/1683/2013/b0a357a1cd1f20.jpg,2013,front,"[171.0, 81.0, 640.0, 476.0]",Chrey,Arrizo 7,sedan
fb119537ba08bc,dataset/image/75/1683/2013/fb119537ba08bc.jpg,2013,rear,"[256.0, 216.0, 675.0, 553.0]",Chrey,Arrizo 7,sedan
3d13e12bf84e86,dataset/image/75/1683/2013/3d13e12bf84e86.jpg,2013,rear,"[225.0, 141.0, 499.0, 366.0]",Chrey,Arrizo 7,sedan
e4651fa64896ca,dataset/image/75/1683/2013/e4651fa64896ca.jpg,2013,rear,"[78.0, 10.0, 765.0, 500.0]",Chrey,Arrizo 7,sedan
cc713ec1972fd6,dataset/image/75/1683/2013/cc713ec1972fd6.jpg,2013,front,"[158.0, 141.0, 716.0, 566.0]",Chrey,Arrizo 7,sedan
988c417b3298bd,dataset/image/75/1683/2013/988c417b3298bd.jpg,2013,front,"[24.0, 76.0, 793.0, 479.0]",Chrey,Arrizo 7,sedan
254bbe6cb74db7,dataset/image/75/1683/2013/254bbe6cb74db7.jpg,2013,rear,"[138.0, 86.0, 629.0, 427.0]",Chrey,Arrizo 7,sedan
bf9b54e1375cad,dataset/image/75/1683/2013/bf9b54e1375cad.jpg,2013,front,"[230.0, 290.0, 575.0, 568.0]",Chrey,Arrizo 7,sedan
f39534dfa27763,dataset/image/75/1683/2013/f39534dfa27763.jpg,2013,rear,"[178.0, 112.0, 680.0, 450.0]",Chrey,Arrizo 7,sedan
a55e6db7027039,dataset/image/75/1683/2013/a55e6db7027039.jpg,2013,front,"[198.0, 404.0, 513.0, 646.0]",Chrey,Arrizo 7,sedan
38c77ddd8ba6c5,dataset/image/75/1683/2013/38c77ddd8ba6c5.jpg,2013,front,"[239.0, 202.0, 674.0, 497.0]",Chrey,Arrizo 7,sedan
a403cf1d56139e,dataset/image/75/1683/2013/a403cf1d56139e.jpg,2013,rear,"[256.0, 215.0, 675.0, 555.0]",Chrey,Arrizo 7,sedan
e804ce6145df18,dataset/image/75/1683/2013/e804ce6145df18.jpg,2013,front,"[122.0, 86.0, 678.0, 422.0]",Chrey,Arrizo 7,sedan
344e3063e708bc,dataset/image/75/1683/2013/344e3063e708bc.jpg,2013,front,"[175.0, 130.0, 746.0, 554.0]",Chrey,Arrizo 7,sedan
187a1490a4378f,dataset/image/75/1683/2013/187a1490a4378f.jpg,2013,front,"[129.0, 117.0, 797.0, 597.0]",Chrey,Arrizo 7,sedan
084572eff600b1,dataset/image/75/1683/2013/084572eff600b1.jpg,2013,rear,"[82.0, 101.0, 747.0, 598.0]",Chrey,Arrizo 7,sedan
cc0b62a2277f65,dataset/image/75/1683/2013/cc0b62a2277f65.jpg,2013,front,"[238.0, 215.0, 695.0, 551.0]",Chrey,Arrizo 7,sedan
75bf6b698d9986,dataset/image/75/1683/2013/75bf6b698d9986.jpg,2013,front,"[143.0, 56.0, 624.0, 492.0]",Chrey,Arrizo 7,sedan
70fa7f3d2e1d45,dataset/image/75/1683/2013/70fa7f3d2e1d45.jpg,2013,front,"[181.0, 32.0, 590.0, 372.0]",Chrey,Arrizo 7,sedan
56e3aec1abfa49,dataset/image/75/1683/2013/56e3aec1abfa49.jpg,2013,front,"[113.0, 341.0, 712.0, 872.0]",Chrey,Arrizo 7,sedan
ab4906978307d1,dataset/image/75/1683/2013/ab4906978307d1.jpg,2013,front,"[113.0, 8.0, 633.0, 332.0]",Chrey,Arrizo 7,sedan
9879e979d62c27,dataset/image/75/1683/2013/9879e979d62c27.jpg,2013,front,"[44.0, 153.0, 338.0, 384.0]",Chrey,Arrizo 7,sedan
